"Census Profile, 2021 Census of Population"
,,,"British Columbia [Province]",,,,,,,,,,,,
"Household characteristics","  Median monthly shelter costs for rented dwellings ($)",65,  1370,"",,"...",,"...",  1370,"",,"...",,"...",
"Household characteristics","  Average monthly shelter costs for rented dwellings ($)",65,  1494,"",,"...",,"...",  1494,"",,"...",,"...",
"Household characteristics","Total - Households living in a dwelling provided by the local government, First Nation or Indian band in non-farm private dwellings - 25% sample data",,  9190,"",,"...",,"...",,"...",,"...",,"...",
"Household characteristics","  % of households living in a dwelling provided by the local government, First Nation or Indian band spending more than 30% on shelter costs",61,   11.4,"",,"...",,"...",   11.4,"",,"...",,"...",
"Household characteristics","  Median monthly shelter costs for dwellings provided by local government, First Nation or Indian band ($)",65,   368,"",,"...",,"...",   368,"",,"...",,"...",
"Household characteristics","  Average monthly shelter costs for dwellings provided by local government, First Nation or Indian band ($)",65,   446,"",,"...",,"...",   446,"",,"...",,"...",
"Indigenous ancestry","Total - Indigenous ancestry for the population in private households - 25% sample data",68,4915940,"",2416885,"",2499055,"",  100.0,"",  100.0,"",  100.0,"",
"Indigenous ancestry","  Indigenous ancestry (only)",69,120245,"", 59370,"", 60880,"",    2.4,"",    2.5,"",    2.4,"",
"Indigenous ancestry","    Single Indigenous ancestry (only)",70,118210,"", 58475,"", 59730,"",    2.4,"",    2.4,"",    2.4,"",
"Indigenous ancestry","      First Nations (North American Indian) single ancestry",,100805,"", 49745,"", 51060,"",    2.1,"",    2.1,"",    2.0,"",
"Indigenous ancestry","      Métis single ancestry",, 16830,"",  8485,"",  8350,"",    0.3,"",    0.4,"",    0.3,"",
"Indigenous ancestry","      Inuit single ancestry",,   570,"",   245,"",   325,"",    0.0,"",    0.0,"",    0.0,"",
"Indigenous ancestry","    Multiple Indigenous ancestries (only)",71,  2040,"",   890,"",  1145,"",    0.0,"",    0.0,"",    0.0,"",
"Indigenous ancestry","      First Nations (North American Indian) and Métis ancestry only",,  1870,"",   830,"",  1040,"",    0.0,"",    0.0,"",    0.0,"",
"Indigenous ancestry","      First Nations (North American Indian) and Inuit ancestry only",,    70,"",    40,"",    35,"",    0.0,"",    0.0,"",    0.0,"",
"Indigenous ancestry","      Métis and Inuit ancestry only",,    60,"",    15,"",    50,"",    0.0,"",    0.0,"",    0.0,"",
"Indigenous ancestry","      First Nations (North American Indian) and Métis and Inuit ancestry only",,    35,"",    10,"",    20,"",    0.0,"",    0.0,"",    0.0,"",
"Indigenous ancestry","  Indigenous and non-Indigenous ancestries",72,191640,"", 92300,"", 99335,"",    3.9,"",    3.8,"",    4.0,"",
"Indigenous ancestry","    Single Indigenous and non-Indigenous ancestries",73,184975,"", 89155,"", 95825,"",    3.8,"",    3.7,"",    3.8,"",
"Indigenous ancestry","      First Nations (North American Indian) and non-Indigenous ancestry only",,123735,"", 59635,"", 64100,"",    2.5,"",    2.5,"",    2.6,"",
"Indigenous ancestry","      Métis and non-Indigenous ancestry only",, 59905,"", 28840,"", 31070,"",    1.2,"",    1.2,"",    1.2,"",
"Indigenous ancestry","      Inuit and non-Indigenous ancestry only",,  1330,"",   680,"",   655,"",    0.0,"",    0.0,"",    0.0,"",
"Indigenous ancestry","    Multiple Indigenous and non-Indigenous ancestries",74,  6665,"",  3145,"",  3515,"",    0.1,"",    0.1,"",    0.1,"",
"Indigenous ancestry","      First Nations (North American Indian) and Métis and non-Indigenous ancestry only",,  6390,"",  3035,"",  3360,"",    0.1,"",    0.1,"",    0.1,"",
"Indigenous ancestry","      First Nations (North American Indian) and Inuit and non-Indigenous ancestry only",,   170,"",    60,"",   110,"",    0.0,"",    0.0,"",    0.0,"",
"Indigenous ancestry","      Métis and Inuit and non-Indigenous ancestry only",,    80,"",    50,"",    35,"",    0.0,"",    0.0,"",    0.0,"",
"Indigenous ancestry","      First Nations (North American Indian) and Métis and Inuit and non-Indigenous ancestry only",,    20,"",    10,"",    15,"",    0.0,"",    0.0,"",    0.0,"",
"Indigenous ancestry","  Non-Indigenous ancestry only",75,4604055,"",2265220,"",2338840,"",   93.7,"",   93.7,"",   93.6,"",
"Citizenship","Total - Citizenship for the population in private households - 25% sample data",76,4915940,"",2416885,"",2499055,"",  100.0,"",  100.0,"",  100.0,"",
"Citizenship","  Canadian citizens",77,4359045,"",2149325,"",2209725,"",   88.7,"",   88.9,"",   88.4,"",
"Citizenship","    Canadian citizens aged under 18",,812305,"",418815,"",393495,"",   16.5,"",   17.3,"",   15.7,"",
"Citizenship","    Canadian citizens aged 18 and over",,3546745,"",1730505,"",1816235,"",   72.1,"",   71.6,"",   72.7,"",
"Citizenship","  Not Canadian citizens",78,556895,"",267560,"",289330,"",   11.3,"",   11.1,"",   11.6,"",
"Immigrant status and period of immigration","Total - Immigrant status and period of immigration for the population in private households - 25% sample data",79,4915940,"",2416885,"",2499055,"",  100.0,"",  100.0,"",  100.0,"",
"Immigrant status and period of immigration","  Non-immigrants",80,3319230,"",1663815,"",1655410,"",   67.5,"",   68.8,"",   66.2,"",
"Immigrant status and period of immigration","  Immigrants",81,1425710,"",665630,"",760085,"",   29.0,"",   27.5,"",   30.4,"",
"Immigrant status and period of immigration","    Before 1980",,280160,"",133415,"",146745,"",    5.7,"",    5.5,"",    5.9,"",
"Immigrant status and period of immigration","    1980 to 1990",,164445,"", 76815,"", 87630,"",    3.3,"",    3.2,"",    3.5,"",
"Immigrant status and period of immigration","    1991 to 2000",,299115,"",137275,"",161840,"",    6.1,"",    5.7,"",    6.5,"",
"Immigrant status and period of immigration","    2001 to 2010",,316915,"",145825,"",171090,"",    6.4,"",    6.0,"",    6.8,"",
"Immigrant status and period of immigration","    2011 to 2021",82,365075,"",172295,"",192780,"",    7.4,"",    7.1,"",    7.7,"",
"Immigrant status and period of immigration","      2011 to 2015",,167650,"", 78200,"", 89450,"",    3.4,"",    3.2,"",    3.6,"",
"Immigrant status and period of immigration","      2016 to 2021",,197425,"", 94095,"",103325,"",    4.0,"",    3.9,"",    4.1,"",
"Immigrant status and period of immigration","  Non-permanent residents",83,171000,"", 87440,"", 83560,"",    3.5,"",    3.6,"",    3.3,"",
"Age at immigration","Total - Age at immigration for the immigrant population in private households - 25% sample data",84,1425715,"",665630,"",760085,"",  100.0,"",  100.0,"",  100.0,"",
"Age at immigration","  Under 5 years",,117555,"", 59560,"", 57995,"",    8.2,"",    8.9,"",    7.6,"",
"Age at immigration","  5 to 14 years",,226910,"",116660,"",110250,"",   15.9,"",   17.5,"",   14.5,"",
"Age at immigration","  15 to 24 years",,275435,"",124860,"",150575,"",   19.3,"",   18.8,"",   19.8,"",
"Age at immigration","  25 to 44 years",,639200,"",288950,"",350255,"",   44.8,"",   43.4,"",   46.1,"",
"Age at immigration","  45 years and over",,166605,"", 75600,"", 91010,"",   11.7,"",   11.4,"",   12.0,"",
"Selected places of birth for the immigrant population","Total - Place of birth for the immigrant population in private households - 25% sample data",85,1425715,"",665630,"",760085,"",  100.0,"",  100.0,"",  100.0,"",
"Selected places of birth for the immigrant population","  Americas",,126075,"", 58445,"", 67635,"",    8.8,"",    8.8,"",    8.9,"",
"Selected places of birth for the immigrant population","    Brazil",,  8765,"",  4120,"",  4645,"",    0.6,"",    0.6,"",    0.6,"",
"Selected places of birth for the immigrant population","    Colombia",,  5450,"",  2440,"",  3010,"",    0.4,"",    0.4,"",    0.4,"",
"Selected places of birth for the immigrant population","    El Salvador",,  5770,"",  2990,"",  2780,"",    0.4,"",    0.4,"",    0.4,"",
"Selected places of birth for the immigrant population","    Guyana",,  1400,"",   585,"",   815,"",    0.1,"",    0.1,"",    0.1,"",
"Selected places of birth for the immigrant population","    Haiti",,   490,"",   285,"",   210,"",    0.0,"",    0.0,"",    0.0,"",
"Selected places of birth for the immigrant population","    Jamaica",,  4295,"",  2190,"",  2105,"",    0.3,"",    0.3,"",    0.3,"",
"Selected places of birth for the immigrant population","    Mexico",, 13385,"",  5910,"",  7480,"",    0.9,"",    0.9,"",    1.0,"",
"Selected places of birth for the immigrant population","    Peru",,  3510,"",  1535,"",  1975,"",    0.2,"",    0.2,"",    0.3,"",
"Selected places of birth for the immigrant population","    Trinidad and Tobago",,  2725,"",  1255,"",  1470,"",    0.2,"",    0.2,"",    0.2,"",
"Selected places of birth for the immigrant population","    United States of America",, 59920,"", 27535,"", 32380,"",    4.2,"",    4.1,"",    4.3,"",
"Selected places of birth for the immigrant population","    Other places of birth in Americas",, 20355,"",  9600,"", 10760,"",    1.4,"",    1.4,"",    1.4,"",
"Selected places of birth for the immigrant population","  Europe",,307495,"",151050,"",156445,"",   21.6,"",   22.7,"",   20.6,"",
"Selected places of birth for the immigrant population","    Bosnia and Herzegovina",,  4510,"",  2205,"",  2305,"",    0.3,"",    0.3,"",    0.3,"",
"Selected places of birth for the immigrant population","    Croatia",,  5390,"",  2670,"",  2725,"",    0.4,"",    0.4,"",    0.4,"",
"Selected places of birth for the immigrant population","    France",,  7025,"",  3650,"",  3380,"",    0.5,"",    0.5,"",    0.4,"",
"Selected places of birth for the immigrant population","    Germany",, 30910,"", 14710,"", 16200,"",    2.2,"",    2.2,"",    2.1,"",
"Selected places of birth for the immigrant population","    Greece",,  3350,"",  1895,"",  1460,"",    0.2,"",    0.3,"",    0.2,"",
"Selected places of birth for the immigrant population","    Hungary",,  5115,"",  2395,"",  2720,"",    0.4,"",    0.4,"",    0.4,"",
"Selected places of birth for the immigrant population","    Italy",, 13410,"",  6920,"",  6490,"",    0.9,"",    1.0,"",    0.9,"",
"Selected places of birth for the immigrant population","    Netherlands",, 16070,"",  7985,"",  8085,"",    1.1,"",    1.2,"",    1.1,"",
"Selected places of birth for the immigrant population","    Poland",, 14305,"",  6610,"",  7700,"",    1.0,"",    1.0,"",    1.0,"",
"Selected places of birth for the immigrant population","    Portugal",,  7785,"",  3765,"",  4020,"",    0.5,"",    0.6,"",    0.5,"",
"Selected places of birth for the immigrant population","    Romania",,  9370,"",  4490,"",  4885,"",    0.7,"",    0.7,"",    0.6,"",
"Selected places of birth for the immigrant population","    Russian Federation",, 12170,"",  5240,"",  6930,"",    0.9,"",    0.8,"",    0.9,"",
"Selected places of birth for the immigrant population","    Serbia",86,  4565,"",  2275,"",  2285,"",    0.3,"",    0.3,"",    0.3,"",
"Selected places of birth for the immigrant population","    Ukraine",,  9450,"",  4390,"",  5060,"",    0.7,"",    0.7,"",    0.7,"",
"Selected places of birth for the immigrant population","    United Kingdom",87,116525,"", 58485,"", 58045,"",    8.2,"",    8.8,"",    7.6,"",
"Selected places of birth for the immigrant population","    Other places of birth in Europe",, 47545,"", 23380,"", 24170,"",    3.3,"",    3.5,"",    3.2,"",
"Selected places of birth for the immigrant population","  Africa",, 53330,"", 27245,"", 26085,"",    3.7,"",    4.1,"",    3.4,"",
"Selected places of birth for the immigrant population","    Algeria",,   510,"",   325,"",   185,"",    0.0,"",    0.0,"",    0.0,"",
"Selected places of birth for the immigrant population","    Congo, Democratic Republic of the",,  1005,"",   540,"",   465,"",    0.1,"",    0.1,"",    0.1,"",
"Selected places of birth for the immigrant population","    Egypt",,  3310,"",  1900,"",  1410,"",    0.2,"",    0.3,"",    0.2,"",
"Selected places of birth for the immigrant population","    Eritrea",,  2485,"",  1440,"",  1050,"",    0.2,"",    0.2,"",    0.1,"",
"Selected places of birth for the immigrant population","    Ethiopia",,  2590,"",  1305,"",  1285,"",    0.2,"",    0.2,"",    0.2,"",
"Selected places of birth for the immigrant population","    Morocco",,  1270,"",   610,"",   655,"",    0.1,"",    0.1,"",    0.1,"",
"Selected places of birth for the immigrant population","    Nigeria",,  3585,"",  1880,"",  1700,"",    0.3,"",    0.3,"",    0.2,"",
"Selected places of birth for the immigrant population","    Somalia",,  1240,"",   625,"",   620,"",    0.1,"",    0.1,"",    0.1,"",
"Selected places of birth for the immigrant population","    South Africa, Republic of",, 15380,"",  7710,"",  7670,"",    1.1,"",    1.2,"",    1.0,"",
"Selected places of birth for the immigrant population","    Other places of birth in Africa",, 21955,"", 10905,"", 11050,"",    1.5,"",    1.6,"",    1.5,"",
"Selected places of birth for the immigrant population","  Asia",,905585,"",412460,"",493125,"",   63.5,"",   62.0,"",   64.9,"",
"Selected places of birth for the immigrant population","    Afghanistan",,  6245,"",  3065,"",  3185,"",    0.4,"",    0.5,"",    0.4,"",
"Selected places of birth for the immigrant population","    Iran",88, 45970,"", 23175,"", 22795,"",    3.2,"",    3.5,"",    3.0,"",
"Selected places of birth for the immigrant population","    Iraq",,  7000,"",  3750,"",  3245,"",    0.5,"",    0.6,"",    0.4,"",
"Selected places of birth for the immigrant population","    Lebanon",,  2455,"",  1390,"",  1065,"",    0.2,"",    0.2,"",    0.1,"",
"Selected places of birth for the immigrant population","    Syria",89,  6545,"",  3420,"",  3130,"",    0.5,"",    0.5,"",    0.4,"",
"Selected places of birth for the immigrant population","    Turkey",,  3095,"",  1690,"",  1410,"",    0.2,"",    0.3,"",    0.2,"",
"Selected places of birth for the immigrant population","    China",90,217970,"", 94905,"",123065,"",   15.3,"",   14.3,"",   16.2,"",
"Selected places of birth for the immigrant population","    Hong Kong",91, 78855,"", 36815,"", 42035,"",    5.5,"",    5.5,"",    5.5,"",
"Selected places of birth for the immigrant population","    Korea, South",92, 47520,"", 21345,"", 26180,"",    3.3,"",    3.2,"",    3.4,"",
"Selected places of birth for the immigrant population","    Taiwan",, 40445,"", 18100,"", 22340,"",    2.8,"",    2.7,"",    2.9,"",
"Selected places of birth for the immigrant population","    Philippines",,131645,"", 54350,"", 77300,"",    9.2,"",    8.2,"",   10.2,"",
"Selected places of birth for the immigrant population","    Viet Nam",, 32390,"", 14475,"", 17915,"",    2.3,"",    2.2,"",    2.4,"",
"Selected places of birth for the immigrant population","    Bangladesh",,  3035,"",  1520,"",  1520,"",    0.2,"",    0.2,"",    0.2,"",
"Selected places of birth for the immigrant population","    India",,197115,"", 96630,"",100480,"",   13.8,"",   14.5,"",   13.2,"",
"Selected places of birth for the immigrant population","    Pakistan",, 13345,"",  6910,"",  6430,"",    0.9,"",    1.0,"",    0.8,"",
"Selected places of birth for the immigrant population","    Sri Lanka",,  5375,"",  2595,"",  2775,"",    0.4,"",    0.4,"",    0.4,"",
"Selected places of birth for the immigrant population","    Other places of birth in Asia",, 66580,"", 28320,"", 38260,"",    4.7,"",    4.3,"",    5.0,"",
"Selected places of birth for the immigrant population","  Oceania and other places of birth",93, 33225,"", 16430,"", 16800,"",    2.3,"",    2.5,"",    2.2,"",
"Selected places of birth for the recent immigrant population ","Total - Place of birth for the recent immigrant population in private households - 25% sample data",94,197420,"", 94095,"",103330,"",  100.0,"",  100.0,"",  100.0,"",
"Selected places of birth for the recent immigrant population ","  Americas",, 22835,"", 10990,"", 11850,"",   11.6,"",   11.7,"",   11.5,"",
"Selected places of birth for the recent immigrant population ","    Brazil",,  5130,"",  2430,"",  2695,"",    2.6,"",    2.6,"",    2.6,"",
"Selected places of birth for the recent immigrant population ","    Colombia",,  1075,"",   495,"",   580,"",    0.5,"",    0.5,"",    0.6,"",
"Selected places of birth for the recent immigrant population ","    Haiti",,    35,"",    25,"",    15,"",    0.0,"",    0.0,"",    0.0,"",
"Selected places of birth for the recent immigrant population ","    Jamaica",,  1005,"",   515,"",   490,"",    0.5,"",    0.5,"",    0.5,"",
"Selected places of birth for the recent immigrant population ","    Mexico",,  3045,"",  1450,"",  1595,"",    1.5,"",    1.5,"",    1.5,"",
"Selected places of birth for the recent immigrant population ","    United States of America",,  8760,"",  4325,"",  4430,"",    4.4,"",    4.6,"",    4.3,"",
"Selected places of birth for the recent immigrant population ","    Venezuela",95,   530,"",   205,"",   330,"",    0.3,"",    0.2,"",    0.3,"",
"Selected places of birth for the recent immigrant population ","    Other places of birth in Americas",,  3265,"",  1545,"",  1720,"",    1.7,"",    1.6,"",    1.7,"",
"Selected places of birth for the recent immigrant population ","  Europe",, 25290,"", 13375,"", 11920,"",   12.8,"",   14.2,"",   11.5,"",
"Selected places of birth for the recent immigrant population ","    France",,  1730,"",   935,"",   795,"",    0.9,"",    1.0,"",    0.8,"",
"Selected places of birth for the recent immigrant population ","    Germany",,  1380,"",   680,"",   705,"",    0.7,"",    0.7,"",    0.7,"",
"Selected places of birth for the recent immigrant population ","    Ireland",96,  2420,"",  1485,"",   935,"",    1.2,"",    1.6,"",    0.9,"",
"Selected places of birth for the recent immigrant population ","    Italy",,   995,"",   555,"",   445,"",    0.5,"",    0.6,"",    0.4,"",
"Selected places of birth for the recent immigrant population ","    Russian Federation",,  2075,"",   835,"",  1235,"",    1.1,"",    0.9,"",    1.2,"",
"Selected places of birth for the recent immigrant population ","    Ukraine",,  1935,"",   885,"",  1045,"",    1.0,"",    0.9,"",    1.0,"",
"Selected places of birth for the recent immigrant population ","    United Kingdom",87,  7675,"",  4510,"",  3165,"",    3.9,"",    4.8,"",    3.1,"",
"Selected places of birth for the recent immigrant population ","    Other places of birth in Europe",,  7090,"",  3490,"",  3605,"",    3.6,"",    3.7,"",    3.5,"",
"Selected places of birth for the recent immigrant population ","  Africa",, 10465,"",  5545,"",  4915,"",    5.3,"",    5.9,"",    4.8,"",
"Selected places of birth for the recent immigrant population ","    Algeria",,    65,"",    40,"",    20,"",    0.0,"",    0.0,"",    0.0,"",
"Selected places of birth for the recent immigrant population ","    Burundi",,   110,"",    35,"",    75,"",    0.1,"",    0.0,"",    0.1,"",
"Selected places of birth for the recent immigrant population ","    Cameroon",,   120,"",    70,"",    50,"",    0.1,"",    0.1,"",    0.0,"",
"Selected places of birth for the recent immigrant population ","    Congo, Democratic Republic of the",,   340,"",   205,"",   140,"",    0.2,"",    0.2,"",    0.1,"",
"Selected places of birth for the recent immigrant population ","    Côte d'Ivoire",,    40,"",    25,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Selected places of birth for the recent immigrant population ","    Egypt",,   610,"",   350,"",   255,"",    0.3,"",    0.4,"",    0.2,"",
"Selected places of birth for the recent immigrant population ","    Eritrea",,  1515,"",   935,"",   585,"",    0.8,"",    1.0,"",    0.6,"",
"Selected places of birth for the recent immigrant population ","    Ethiopia",,   620,"",   340,"",   275,"",    0.3,"",    0.4,"",    0.3,"",
"Selected places of birth for the recent immigrant population ","    Morocco",,   275,"",   115,"",   160,"",    0.1,"",    0.1,"",    0.2,"",
"Selected places of birth for the recent immigrant population ","    Nigeria",,  1770,"",   925,"",   845,"",    0.9,"",    1.0,"",    0.8,"",
"Selected places of birth for the recent immigrant population ","    Somalia",,   255,"",   130,"",   125,"",    0.1,"",    0.1,"",    0.1,"",
"Selected places of birth for the recent immigrant population ","    South Africa, Republic of",,  1965,"",   945,"",  1015,"",    1.0,"",    1.0,"",    1.0,"",
"Selected places of birth for the recent immigrant population ","    Sudan",97,   235,"",   115,"",   120,"",    0.1,"",    0.1,"",    0.1,"",
"Selected places of birth for the recent immigrant population ","    Tunisia",,   115,"",    60,"",    55,"",    0.1,"",    0.1,"",    0.1,"",
"Selected places of birth for the recent immigrant population ","    Other places of birth in Africa",,  2420,"",  1245,"",  1180,"",    1.2,"",    1.3,"",    1.1,"",
"Selected places of birth for the recent immigrant population ","  Asia",,134395,"", 61590,"", 72805,"",   68.1,"",   65.5,"",   70.5,"",
"Selected places of birth for the recent immigrant population ","    Afghanistan",,  1325,"",   700,"",   625,"",    0.7,"",    0.7,"",    0.6,"",
"Selected places of birth for the recent immigrant population ","    Bangladesh",,   655,"",   340,"",   315,"",    0.3,"",    0.4,"",    0.3,"",
"Selected places of birth for the recent immigrant population ","    China",90, 31450,"", 13060,"", 18390,"",   15.9,"",   13.9,"",   17.8,"",
"Selected places of birth for the recent immigrant population ","    Hong Kong",91,  2515,"",  1125,"",  1390,"",    1.3,"",    1.2,"",    1.3,"",
"Selected places of birth for the recent immigrant population ","    India",, 39390,"", 20140,"", 19245,"",   20.0,"",   21.4,"",   18.6,"",
"Selected places of birth for the recent immigrant population ","    Iran",88,  5850,"",  2865,"",  2980,"",    3.0,"",    3.0,"",    2.9,"",
"Selected places of birth for the recent immigrant population ","    Iraq",,  1545,"",   840,"",   705,"",    0.8,"",    0.9,"",    0.7,"",
"Selected places of birth for the recent immigrant population ","    Israel",,   605,"",   365,"",   240,"",    0.3,"",    0.4,"",    0.2,"",
"Selected places of birth for the recent immigrant population ","    Japan",,  2090,"",   500,"",  1590,"",    1.1,"",    0.5,"",    1.5,"",
"Selected places of birth for the recent immigrant population ","    Jordan",,   395,"",   200,"",   195,"",    0.2,"",    0.2,"",    0.2,"",
"Selected places of birth for the recent immigrant population ","    Korea, South",92,  7220,"",  2935,"",  4280,"",    3.7,"",    3.1,"",    4.1,"",
"Selected places of birth for the recent immigrant population ","    Lebanon",,   395,"",   175,"",   215,"",    0.2,"",    0.2,"",    0.2,"",
"Selected places of birth for the recent immigrant population ","    Nepal",,   405,"",   195,"",   205,"",    0.2,"",    0.2,"",    0.2,"",
"Selected places of birth for the recent immigrant population ","    Pakistan",,  2390,"",  1300,"",  1090,"",    1.2,"",    1.4,"",    1.1,"",
"Selected places of birth for the recent immigrant population ","    Philippines",, 21220,"",  9170,"", 12055,"",   10.7,"",    9.7,"",   11.7,"",
"Selected places of birth for the recent immigrant population ","    Saudi Arabia",,   565,"",   340,"",   230,"",    0.3,"",    0.4,"",    0.2,"",
"Selected places of birth for the recent immigrant population ","    Sri Lanka",,   710,"",   330,"",   380,"",    0.4,"",    0.4,"",    0.4,"",
"Selected places of birth for the recent immigrant population ","    Syria",89,  4955,"",  2635,"",  2320,"",    2.5,"",    2.8,"",    2.2,"",
"Selected places of birth for the recent immigrant population ","    Turkey",,  1025,"",   615,"",   410,"",    0.5,"",    0.7,"",    0.4,"",
"Selected places of birth for the recent immigrant population ","    United Arab Emirates",,   620,"",   305,"",   320,"",    0.3,"",    0.3,"",    0.3,"",
"Selected places of birth for the recent immigrant population ","    Viet Nam",,  2845,"",   995,"",  1850,"",    1.4,"",    1.1,"",    1.8,"",
"Selected places of birth for the recent immigrant population ","    Other places of birth in Asia",,  6215,"",  2450,"",  3770,"",    3.1,"",    2.6,"",    3.6,"",
"Selected places of birth for the recent immigrant population ","  Oceania and other",93,  4440,"",  2600,"",  1840,"",    2.2,"",    2.8,"",    1.8,"",
"Selected places of birth for the recent immigrant population ","    Australia",,  3280,"",  1965,"",  1315,"",    1.7,"",    2.1,"",    1.3,"",
"Selected places of birth for the recent immigrant population ","    Other places of birth",98,  1160,"",   630,"",   530,"",    0.6,"",    0.7,"",    0.5,"",
"Generation status","Total - Generation status for the population in private households - 25% sample data",99,4915940,"",2416885,"",2499055,"",  100.0,"",  100.0,"",  100.0,"",
"Generation status","  First generation",100,1657625,"",783205,"",874415,"",   33.7,"",   32.4,"",   35.0,"",
"Generation status","  Second generation",101,1068600,"",536615,"",531985,"",   21.7,"",   22.2,"",   21.3,"",
"Generation status","  Third generation or more",102,2189720,"",1097065,"",1092655,"",   44.5,"",   45.4,"",   43.7,"",
"Admission category and applicant type","Total - Admission category and applicant type for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data",103,1145550,"",532215,"",613340,"",  100.0,"",  100.0,"",  100.0,"",
"Admission category and applicant type","  Economic immigrants",104,661395,"",320875,"",340525,"",   57.7,"",   60.3,"",   55.5,"",
"Admission category and applicant type","    Principal applicants",105,273695,"",157230,"",116470,"",   23.9,"",   29.5,"",   19.0,"",
"Admission category and applicant type","    Secondary applicants",106,387700,"",163640,"",224055,"",   33.8,"",   30.7,"",   36.5,"",
"Admission category and applicant type","  Immigrants sponsored by family",107,372185,"",152795,"",219390,"",   32.5,"",   28.7,"",   35.8,"",
"Admission category and applicant type","  Refugees",108, 97720,"", 52250,"", 45470,"",    8.5,"",    9.8,"",    7.4,"",
"Admission category and applicant type","  Other immigrants",109, 14250,"",  6295,"",  7960,"",    1.2,"",    1.2,"",    1.3,"",
"Pre-admission experience","Total - Pre-admission experience for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data",110,1145550,"",532215,"",613340,"",  100.0,"",  100.0,"",  100.0,"",
"Pre-admission experience","  Asylum claim before admission",111, 27320,"", 15640,"", 11685,"",    2.4,"",    2.9,"",    1.9,"",
"Pre-admission experience","  Work permits only before admission",112,138760,"", 59130,"", 79630,"",   12.1,"",   11.1,"",   13.0,"",
"Pre-admission experience","  Study permits only before admission",113, 40690,"", 20075,"", 20615,"",    3.6,"",    3.8,"",    3.4,"",
"Pre-admission experience","  Work and study permits before admission",114, 71860,"", 33525,"", 38335,"",    6.3,"",    6.3,"",    6.3,"",
"Pre-admission experience","  Other permits before admission",115,  5145,"",  2030,"",  3110,"",    0.4,"",    0.4,"",    0.5,"",
"Pre-admission experience","  No pre-admission experience",116,861775,"",401815,"",459965,"",   75.2,"",   75.5,"",   75.0,"",
"Visible minority","Total - Visible minority for the population in private households - 25% sample data",117,4915945,"",2416885,"",2499055,"",  100.0,"",  100.0,"",  100.0,"",
"Visible minority","  Total visible minority population",118,1689490,"",810165,"",879325,"",   34.4,"",   33.5,"",   35.2,"",
"Visible minority","    South Asian",,473965,"",240475,"",233495,"",    9.6,"",    9.9,"",    9.3,"",
"Visible minority","    Chinese",,550590,"",257590,"",293000,"",   11.2,"",   10.7,"",   11.7,"",
"Visible minority","    Black",, 61760,"", 31965,"", 29790,"",    1.3,"",    1.3,"",    1.2,"",
"Visible minority","    Filipino",,174280,"", 76070,"", 98210,"",    3.5,"",    3.1,"",    3.9,"",
"Visible minority","    Arab",, 28010,"", 15015,"", 12995,"",    0.6,"",    0.6,"",    0.5,"",
"Visible minority","    Latin American",, 65970,"", 31960,"", 34015,"",    1.3,"",    1.3,"",    1.4,"",
"Visible minority","    Southeast Asian",, 71785,"", 33340,"", 38445,"",    1.5,"",    1.4,"",    1.5,"",
"Visible minority","    West Asian",, 69270,"", 34800,"", 34470,"",    1.4,"",    1.4,"",    1.4,"",
"Visible minority","    Korean",, 72815,"", 33390,"", 39425,"",    1.5,"",    1.4,"",    1.6,"",
"Visible minority","    Japanese",, 44120,"", 18335,"", 25790,"",    0.9,"",    0.8,"",    1.0,"",
"Visible minority","    Visible minority, n.i.e.",119, 18080,"",  8935,"",  9145,"",    0.4,"",    0.4,"",    0.4,"",
"Visible minority","    Multiple visible minorities",, 58840,"", 28295,"", 30540,"",    1.2,"",    1.2,"",    1.2,"",
"Visible minority","  Not a visible minority",120,3226450,"",1606725,"",1619730,"",   65.6,"",   66.5,"",   64.8,"",
"Ethnic or cultural origin","Total - Ethnic or cultural origin for the population in private households - 25% sample data",121,4915940,"",2416890,"",2499055,"",  100.0,"",  100.0,"",  100.0,"",
"Ethnic or cultural origin","  Canadian",,459320,"",236305,"",223015,"",    9.3,"",    9.8,"",    8.9,"",
"Ethnic or cultural origin","  English",,1019250,"",499340,"",519910,"",   20.7,"",   20.7,"",   20.8,"",
"Ethnic or cultural origin","  Irish",,627920,"",297705,"",330215,"",   12.8,"",   12.3,"",   13.2,"",
"Ethnic or cultural origin","  Scottish",,774455,"",376280,"",398170,"",   15.8,"",   15.6,"",   15.9,"",
"Ethnic or cultural origin","  French, n.o.s.",122,312750,"",150460,"",162290,"",    6.4,"",    6.2,"",    6.5,"",
"Ethnic or cultural origin","  German",,539145,"",263480,"",275665,"",   11.0,"",   10.9,"",   11.0,"",
"Ethnic or cultural origin","  Chinese",,517805,"",242015,"",275785,"",   10.5,"",   10.0,"",   11.0,"",
"Ethnic or cultural origin","  Italian",,162485,"", 81275,"", 81205,"",    3.3,"",    3.4,"",    3.2,"",
"Ethnic or cultural origin","  Indian (India)",,275975,"",138885,"",137090,"",    5.6,"",    5.7,"",    5.5,"",
"Ethnic or cultural origin","  Ukrainian",,210100,"",102030,"",108065,"",    4.3,"",    4.2,"",    4.3,"",
"Ethnic or cultural origin","  Dutch",,189985,"", 94390,"", 95600,"",    3.9,"",    3.9,"",    3.8,"",
